82	6.25	4.66666666666667	4.25	3.5
83	6.75	4.66666666666667	4.25	4.25
84	5.5	3.33333333333333	3	3.25
85	7	2.66666666666667	2.75	2.5
86	5.5	3.66666666666667	4	4
87	5.5	3	3	3
88	6	3	2.75	2.5
89	4.5	2.33333333333333	3	3.25
90	6.25	3.33333333333333	3.75	3
91	4.75	2.66666666666667	2.75	2.5
92	5.5	4	4.75	3.75
93	6.25	3.66666666666667	2.5	2.25
94	5	3	3	3
95	6.75	3	3	3
96	5.75	3.66666666666667	3.75	3.75
97	5.5	2.33333333333333	2.5	2
98	7	4	4	3
99	6	3.66666666666667	3.75	3.5
100	5.25	2	3	2
101	6	4	4	3.5
102	5.75	4	3.25	3.5
103	5.5	2	2.5	2.25
104	7	5	4.75	5
105	6.75	4.66666666666667	4.25	3.5
106	4.5	4	4.25	3.75
107	7	2	3	1.5
108	6	3.66666666666667	3.5	2.25
109	6.75	4.33333333333333	4	2.5
110	4.5	2	2	1.5
111	7	2.33333333333333	2.5	1.75
112	4.5	2	3	2
113	6	3.33333333333333	2.75	2.25
114	7	5	4.75	4.75
115	6	4	3.5	3
116	7	3	3	2.25
117	5.5	4	3.5	4
118	5.25	2.33333333333333	2.25	2
119	7	1.66666666666667	1.5	1.5
120	6.25	3.66666666666667	4.25	3.75
121	5.75	3	3.5	2.25
122	4.75	3.66666666666667	3.5	3.5
123	5.5	2.66666666666667	3	2
124	4.5	1	1.5	1.25
125	7	3.66666666666667	3.5	2.75
126	5.5	3.66666666666667	4	4.25
127	6.75	4.33333333333333	4.75	4.75
128	7	3.66666666666667	3.75	4
129	5.5	4.33333333333333	4	4.25
130	5.5	3.66666666666667	3.25	2.75
131	6	3.66666666666667	4.25	4.25
132	6	3.66666666666667	1.5	1.5
133	6	2	2	2
134	7	3.66666666666667	3.25	3.75
135	7	3	3.25	3
136	5.25	1.66666666666667	2	1.25
137	5.5	3	4	4
138	5.5	3.33333333333333	3.75	3
139	4	1.66666666666667	3.75	3.5
140	6	2.33333333333333	2.75	1.75
141	3.25	2	4	2.75
142	4.75	3.66666666666667	4	4
143	6	3	3.25	3
144	6	4	4	4
145	2.75	3	4	3.75
146	7	5	4	4
147	5.5	3.33333333333333	3.5	3.75
148	6.25	4	3.75	3.5
149	6	4	2.75	2.75
150	5.25	2.33333333333333	4.25	3.25
151	5	3	4	3.25
152	6	4.66666666666667	4.75	4.25
153	7	4	4.25	4
154	4.5	3.33333333333333	3.5	3
155	3.75	3	4.5	3.5
156	5.25	2.33333333333333	2.25	2.25
157	6.5	3.66666666666667	4.5	4.75
158	5.75	2.66666666666667	3.25	2
159	7	3.33333333333333	3.75	2.5
160	5	3.33333333333333	4	3.75
161	6	4.33333333333333	5	5
162	4	3	2.75	2
163	5.5	3.66666666666667	3.25	3
164	6	4	4.75	5
165	4.25	1.33333333333333	1.75	1
166	6	4	4	4
167	4	4	4	4.5
168	5	3.33333333333333	2.75	3.5
169	6	4	4	4
170	4	3.66666666666667	5	3.75
171	4.25	4	4.5	4
172	6	3.66666666666667	3	3
173	4	2.33333333333333	4.75	4.5
174	6	4	3.75	3.75
175	4.75	4	4.5	4.25
176	6	4.66666666666667	5	5
177	4	4	4.5	4.25
178	4.5	2.66666666666667	1.75	2.5
179	6.25	3.33333333333333	3	2.75
180	5.75	3.66666666666667	3.25	3.25
181	5.75	4	3.5	3.5
182	4.5	3.66666666666667	2.75	3.5
183	4.75	3.66666666666667	3.75	4
184	5.25	4	3.5	3
185	5.5	3.33333333333333	4	3.5
186	4.5	4	4.25	4.25
187	5	4	4.5	4.25
188	5	3.33333333333333	3.5	3.75
189	2	3	4	3.25
190	6.75	4.33333333333333	3.25	4.5
191	6	3	3.25	2.25
192	5.5	2.66666666666667	3.75	2
193	7	4.33333333333333	4.75	4.25
195	6.5	4	4.5	4
196	5.5	2.33333333333333	1.75	1.5
197	5.5	4	3.75	4
198	5.5	2.66666666666667	4	4
199	6	3.66666666666667	4.5	4
200	7	5	5	5
201	4	2.66666666666667	4.25	2.5
202	3.75	3	3.75	3.25
203	5.25	2.33333333333333	4	2.75
204	4	2.66666666666667	5	2.75
205	4.25	1.66666666666667	1.25	1.5
206	4.75	4	4.5	4
207	4	3.66666666666667	4.5	4.25
208	6	5	4.5	4.5
209	5.5	3.66666666666667	4.75	3.75
210	3.5	2.66666666666667	4.25	4.25
211	4.75	4.66666666666667	3.5	4
212	4.75	3.66666666666667	5	4.5
213	2.75	3	4	4.25
214	5.75	3.33333333333333	4.5	4
215	4	2.66666666666667	4	2.75
216	3.5	2	3	2.25
217	5	2.33333333333333	2	2.5
218	3	4	4.5	4
219	5.5	4	4	4
220	4.75	4.33333333333333	3	3
221	5	4.66666666666667	5	4.75
222	6	4	4	4
223	4	2.33333333333333	4	3
224	4	3.66666666666667	4	4
225	6.75	4.33333333333333	5	5
226	4.25	3.33333333333333	4.75	3.5
227	6	4	4	3.5
228	6.25	4.33333333333333	4.25	4
229	4	3.66666666666667	4.75	4
230	5.25	4	5	4.75
231	6	4.66666666666667	5	4.5
232	3	3.33333333333333	3.75	1.75
233	3.25	2.66666666666667	3	1.75
234	4.75	2.66666666666667	4	3.5
235	5.5	4	4.5	4.5
236	6.25	4.66666666666667	4.25	3.75
237	3.75	3	3.5	3.25
238	4.5	3	5	4
239	6	3.66666666666667	3.5	3.75
240	6.25	4.66666666666667	4.75	4
241	4	3.33333333333333	3.75	4
242	6.25	2	2.75	1.5
243	3.5	2.33333333333333	5	2.75
244	4.5	3.66666666666667	5	3.5
245	4	3.33333333333333	3.5	4
246	2.25	2.66666666666667	4.25	4
247	3	3.33333333333333	5	3.5
248	5.75	3.33333333333333	4	3.25
249	4	3.66666666666667	4	4
250	5	4	3.5	3.5
251	5.25	4.33333333333333	5	4.75
252	5	3.33333333333333	3.5	4
253	5.25	3.66666666666667	4.5	4
254	5.25	4.33333333333333	5	3.75
255	4	4	5	4.5
256	7	2.66666666666667	3.5	3.25
257	5.5	3.66666666666667	4	2.75
258	4	2.66666666666667	4.75	3.75
259	5.25	3.66666666666667	3	3.5
260	7	3.66666666666667	4.25	4
261	4	4.66666666666667	5	5
262	4	3.66666666666667	5	4
263	5	4	4	4
264	4	3.33333333333333	5	2.5
265	2	2.33333333333333	5	4
266	5	3.33333333333333	3.5	3
267	4.75	3	3.75	3
268	4.25	3	3.75	3.5
269	5.25	3.66666666666667	5	4.5
270	5.25	4	3.5	3.5
271	5.5	4	3	3
272	5	3	4.5	3.75
273	4.5	3	3.5	3.25
274	3.5	3.33333333333333	4	3.75
275	5.75	4.33333333333333	4.5	4.5
276	6.25	4	4.5	4.5
277	5.5	3	5	3.75
278	4	3	3.75	3
279	4.25	3.66666666666667	5	4
280	5.5	2.66666666666667	4.5	3.75
281	5.5	3.33333333333333	3.25	2.75
282	5	3	4.25	3.75
283	6.75	4	4	4
284	4.75	4	3.75	3.25
285	5	3	3.75	3.25
286	5	5	4.75	3.25
287	7	4.33333333333333	3.5	4.5
288	4.5	4	4	3.5
289	6.25	4.33333333333333	5	4.75
290	5	3.66666666666667	4.75	4.75
291	7	3.33333333333333	3.75	4
292	5	4	3.75	3
293	6	3.66666666666667	3.75	3
294	3.25	2.33333333333333	3.75	3.75
295	4.75	3.66666666666667	5	4
296	3.5	2.66666666666667	3.75	3.25
297	4.5	2.66666666666667	4.75	3.5
298	6.25	3	3.25	2
299	4.75	4	3.75	4
300	4.5	3	3.75	3.25
301	6	5	4.75	4.75
302	5	4	3.75	3.5
303	5	4	4.25	4
304	5	2	2	2
305	6	2	2.5	2
306	5	4.66666666666667	5	3.5
307	3.5	3.33333333333333	3	3.5
308	5.75	4	4.75	4.25
309	6.5	3.66666666666667	4.5	4
310	5.5	4	4	3
311	4	2.33333333333333	2.75	3.25
312	6.25	4	3.25	4
313	5	3.66666666666667	3.25	3.5
314	6.5	3.33333333333333	3.5	3
315	4.25	4	4	4.5
316	4.25	3	4.5	4
317	4.5	2.66666666666667	2.75	2.25
318	6.75	4.66666666666667	3.5	4.5
319	4	2.33333333333333	4	3.25
320	5	4	4	4
321	4.25	3.33333333333333	3.75	3.5
322	5	4.66666666666667	4.75	4.75
323	6	2.33333333333333	3.5	2.25
324	5.25	3.33333333333333	4	4
325	5.5	3.33333333333333	4.75	4
326	5.5	4	3.75	3.5
327	5.75	2	4.75	3.75
328	6.5	4	3.75	4
329	5.5	3.33333333333333	3.5	4.25
330	6.75	2.66666666666667	3.5	4
331	7	4.33333333333333	4.75	4.5
332	6.75	4	3.5	4
333	4	2.33333333333333	5	4
334	4	3.66666666666667	4	4
335	4.5	4	3.75	4
336	4.75	3	3.75	2.5
338	6	2.66666666666667	2.75	2.25
339	4	2	1.25	2
340	4.75	3.66666666666667	4.75	3.75
341	6	4	3.5	3.5
342	4	3.33333333333333	4	3.75
343	5.25	3.66666666666667	3.75	4
344	5.5	4	3	3.5
345	4.5	3.33333333333333	4	3.75
346	5.5	4	4	3.25
347	3.75	2.66666666666667	3.5	4
348	4.25	4	4.75	3.75
349	6.25	3.66666666666667	3	1.25
350	5.5	3.66666666666667	4.5	4
351	5.25	4	3.5	3.5
352	5.5	4	3.5	3.5
353	5	2.33333333333333	2	2
354	4.25	4.33333333333333	4.25	4.75
355	5	3.66666666666667	4.75	4
356	5.25	4	3.75	2.75
357	5	4.33333333333333	4	3.25
358	4	4	4.75	4.25
359	5.25	2.66666666666667	4.25	2.75
360	7	2.66666666666667	4.75	4
361	4.75	4	4	3.25
362	4.25	3.33333333333333	3	3.5
363	6	4	4	3.5
364	4.75	2	4.75	2
365	4.75	3	2.5	2.25
366	6.75	4.33333333333333	4.5	2.75
367	5.25	4	4	3
368	4.75	2.33333333333333	3	2.75
369	6.25	2	2	1.5
370	6.75	4	3.75	4
371	5.75	4.33333333333333	4	4.25
372	7	4	4	4
373	3.5	3.33333333333333	4.75	4.5
374	5.25	4	3.75	4
375	3.5	3.33333333333333	4.5	4.25
377	5	4	5	4.5
378	3.75	1.66666666666667	2.25	1.75
379	4.25	2	2	2
380	6.25	4	4	3.25
381	5.75	4	4	3.25
382	6	3.66666666666667	3.25	2.5
383	6.25	2.66666666666667	4	3.5
384	7	4.33333333333333	5	5
385	4	2	2	2
386	4.5	2	2.75	2.5
387	7	4.33333333333333	4	2.75
388	7	5	4	4.5
389	5.5	4	3.75	3.25
390	5	3	2.25	1.75
391	4.5	4	3.5	3.75
392	1.75	1.66666666666667	3.5	2
393	5.75	4.66666666666667	4	3.25
394	5.75	3	3.25	2.5
395	4.75	3	4.25	3.75
396	6.5	3.66666666666667	4	4.5
397	5	3	3.25	2.75
398	7	5	5	5
399	5.5	3.33333333333333	4.5	4.5
400	5.75	3.33333333333333	3	2.5
401	4	4.66666666666667	5	4.75
402	7	4	3.5	3.75
403	6.25	2	2.5	2.5
405	7	4.33333333333333	4.75	4.75
406	4.25	4	4.5	4.75
407	5	2	4.25	3.75
408	6	4.66666666666667	4	4.25
409	6.25	4	4	4
410	4.5	2.33333333333333	4	2.75
411	5.5	3.33333333333333	4.5	3.75
412	5.75	3.66666666666667	3.75	3.5
413	6	4.33333333333333	4.5	4.25
414	7	3.33333333333333	4	4
415	5.5	4	3.5	3.75
416	6.5	4.33333333333333	5	5
417	6.25	3	2.25	3
418	4.75	3.66666666666667	4.5	4.25
419	6.25	4	3.75	3.25
420	5.75	3.33333333333333	3.5	3.25
421	5.25	3.66666666666667	4	3.75
422	4.75	3.66666666666667	4.5	3.5
423	6	3.33333333333333	3.5	4.25
424	7	4	3.5	3
425	4.5	2.33333333333333	2.5	2
426	5.75	4	3.75	3.75
427	5.5	4	5	5
428	5	2.33333333333333	3	2.25
429	3.75	2.66666666666667	3.75	4
430	6.5	4	4	4
432	6	3.66666666666667	4	3.25
433	6	3.66666666666667	4	3.75
434	4.25	2.33333333333333	2.5	2.25
435	4.75	3.33333333333333	3.75	4
436	4	3	2.75	2.75
437	5.75	3.66666666666667	2.75	3
438	7	4.66666666666667	5	4
439	7	5	4.75	4
440	6.25	4.33333333333333	3.5	4.5
441	5.75	1.66666666666667	2	2
442	6	4	4.75	4.25
443	7	5	4.25	3.5
444	6.75	4.33333333333333	4.5	4.5
446	5.5	1.66666666666667	4	3
447	4.75	3.33333333333333	4	2.75
448	6	1.33333333333333	1.25	1
449	6.5	4	4.25	4
450	5.5	3.33333333333333	3.75	4
451	6	2.33333333333333	4	2.75
452	5.5	4	3.75	3.75
453	6	3.66666666666667	3.75	4
454	6	4	5	4.75
455	3	3.33333333333333	4.75	3.5
456	4.5	3	2.5	2.25
457	5.25	4.66666666666667	3.5	4.5
458	5	3.66666666666667	4	3.75
459	5.75	3.66666666666667	4.75	4.5
460	4.25	2.33333333333333	3.75	3.5
461	5.25	2.33333333333333	4	4
462	4.75	2.33333333333333	5	2.25
463	5.25	2	2.25	2
464	5.25	3.66666666666667	3.75	3.25
465	4	4.33333333333333	4.5	4
466	6.25	3.66666666666667	4.25	3.25
467	4	2	2.75	1.5
468	4.25	3	3.75	3.5
469	5.25	4	4	4
470	4	2.66666666666667	3.5	3.25
471	4	1.66666666666667	2.75	1.75
472	6.25	3.66666666666667	5	4.25
473	6.75	2.33333333333333	3	2
474	6	4.33333333333333	3.25	3.75
475	5.5	3	4	3.75
476	5.75	3.66666666666667	4.25	3.75
477	5.75	1.33333333333333	1.75	1
478	5.25	3.33333333333333	2.75	3.25
479	4.75	1.66666666666667	4.5	3.75
480	5	3.33333333333333	2.5	3.5
481	7	5	4.75	5
482	5.5	3.66666666666667	4	4
483	5.5	2.66666666666667	4	3.75
484	7	3.66666666666667	4	3.25
485	6	3	2.5	2.5
486	6.75	3	2	1.75
487	4.5	3	4	3.5
488	2.75	2.66666666666667	2.5	2
489	5.5	2.33333333333333	3.5	3.25
490	4	1.66666666666667	3.75	3.25
491	5.75	3.66666666666667	4	4
492	7	3	4	3.5
493	6	3.66666666666667	3.75	3
494	3.75	3.66666666666667	3.5	4.25
495	4.25	2.66666666666667	4	4.25
496	4.5	3.66666666666667	4.25	4
497	5.25	3	3.25	3.5
498	3.75	5	3	3.75
499	5	3	4	4.25
500	6.75	3.33333333333333	4	3.75
501	6.25	3.66666666666667	4.25	3.75
502	3	1.66666666666667	2.25	1.75
503	6	3.66666666666667	4	3.75
504	5.75	4.33333333333333	3.5	3.75
505	4	4	4	4
506	4.75	3.66666666666667	3.75	3.75
507	4	3.33333333333333	4.25	2.75
509	5.25	4	4	3.5
510	5.75	3.33333333333333	3.75	3.25
511	4	5	4.5	5
512	7	3	3	3.75
513	4.5	3	4.75	4.25
514	6.75	4.33333333333333	4.25	4.75
515	3.25	2	3.5	4
516	5.5	3.33333333333333	4	3.5
517	5	3.33333333333333	3.75	3.5
518	6	3	2.25	2.25
519	5.25	4.66666666666667	4.25	4.25
520	3	4	4	4
521	6.5	4	4	4
522	5.75	4.33333333333333	4.5	4.25
523	5.5	4	4.5	3.5
524	4.25	3	4.75	3.75
525	4.75	3.33333333333333	3.5	3.75
526	4.75	3.66666666666667	3.75	3.25
527	6.75	4.66666666666667	5	4.75
528	5	3.66666666666667	5	4.25
529	5.75	2.66666666666667	4	3.75
530	6.5	5	3.75	4.25
532	4.75	3	3.25	3.75
533	5	3.33333333333333	3.5	3.75
535	4.75	3.66666666666667	4.75	5
536	4	3	4	3
537	4.25	2.66666666666667	2.25	3
538	6	3.33333333333333	3	3.5
539	6	4	3.5	3.5
540	6	3.33333333333333	3.25	3
541	5.75	3.66666666666667	3.75	4
542	5	3.66666666666667	4.25	4
543	7	3	5	3.75
544	4.5	3.66666666666667	3.5	3
545	6.75	2.66666666666667	2.75	2
546	6.5	4	4	4.5
547	6.25	4.33333333333333	3.75	4.25
548	5.5	2.66666666666667	3.75	3.25
549	6	4.33333333333333	4	3.5
550	6.75	3.33333333333333	4.25	4.25
551	5.25	3	3.25	3
552	4.75	3.33333333333333	4.5	3.25
553	5.5	3.66666666666667	3.5	3.5
554	7	3.33333333333333	2	2
555	4.5	3	4	3.75
556	6	4.33333333333333	4.25	3.75
557	7	3.33333333333333	2.5	2.5
558	5.75	3	3.75	3.5
559	6	3	4	3.75
560	5	4	4	3.25
561	5.25	3.66666666666667	3.5	4
563	5.5	4	4.25	3.75
564	5	3.66666666666667	3.75	3.25
565	6	3.33333333333333	3.25	2.5
566	3.25	2	1.75	2.25
567	6.5	5	5	5
568	4.25	4	4	3.5
569	5.75	2.33333333333333	2.75	2.25
570	6	3.33333333333333	3.75	2.5
571	4.75	2.66666666666667	3.5	2.75
572	5	4.33333333333333	4	4
573	4.75	4.33333333333333	4.5	3.75
574	4.5	3.33333333333333	4	4
575	6	4	3.5	4
576	4	3.33333333333333	4	3
577	6.75	4.66666666666667	4	4.75
578	5	2.66666666666667	2.75	3
579	6	4.33333333333333	4	4.25
580	4.5	3.66666666666667	3.75	2.75
581	4.75	3.33333333333333	4.75	4.25
582	4	2.66666666666667	4	4
584	6.75	4	3.5	4
585	7	5	4.5	4.75
586	7	4.66666666666667	4.75	5
587	6.75	3.66666666666667	3.25	3
588	6	4	3.5	4
589	4	3.33333333333333	5	4.75
590	5.5	3.66666666666667	4	4
591	5.5	4	3.75	3.75
592	5	4	4	4
593	4.75	4.66666666666667	4.25	3.75
